[setup] CRUJRA climate from data/crujra/, GPP from global_baseline_modelC_inputs_1997-2016.nc ...
[setup] loading GFED5 reference from burntArea.nc ...
[setup] land cells (GFED5 burnable): 13916 / 64800 (21.5%)
[setup] GFED5 land-mean monthly frac: 0.005068
[opt] warm-start from C.json
[warm] Overall=0.5988  bias=0.6792 rmse=0.3680 seas=0.8286 spatial=0.7500
[opt] sampler=NSGAIISampler seed=42
[32m[I 2026-07-18 18:48:03,433][0m A new study created in memory with name: no-name-b46206f1-31c2-4212-9fbc-3cf577d4654c[0m
[opt] running 2500 trials against GFED5 ...
[32m[I 2026-07-18 18:48:03,886][0m Trial 0 finished with values: [-0.7246857154436261, 0.053725735164132815] and parameters: {'k1': 0.03635503353478365, 'D_low': 70.18267183720735, 'k2': 0.012758211164590085, 'D_high': 2940.51756322311, 'fire_exp': 1.165368636520435, 'P_half': 12.808863354047988, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.0005752434266899163, 'gpp_d': 660.9129108295722, 'ign_k': 8.708806168038567, 'ign_c': 20.03995359361212, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:48:22,554][0m Trial 42 finished with values: [-1.2417726061436189e-14, 2.5082758092764834e-10] and parameters: {'k1': 3.8751982355100445e-05, 'D_low': 5085.697220189423, 'k2': 0.0009299619346742016, 'D_high': 107.88909575795405, 'fire_exp': 2.878298002135838, 'P_half': 8320.133621840185, 'pre_dampen_half': 2.9046276683520444, 'gpp_af': 0.04403094955951772, 'gpp_b': 0.06315461993576105, 'gpp_d': 0.15875524914818662, 'ign_k': 0.002011190979341457, 'ign_c': 0.3277320296937064, 'trop_agb_crit': 1.5457499114893816, 'trop_k_veg': 0.7618668427217097}.[0m
[32m[I 2026-07-18 18:48:23,004][0m Trial 43 finished with values: [-2.2052170006790546e-18, 0.0] and parameters: {'k1': 3.5917714215176105e-05, 'D_low': 366.0150802571657, 'k2': 5.3397427849512415e-05, 'D_high': 241.3621319452758, 'fire_exp': 7.884758752688456, 'P_half': 78.6767770625783, 'pre_dampen_half': 21.76650458296881, 'gpp_af': 0.007271087249685717, 'gpp_b': 0.00014247350641458749, 'gpp_d': 0.01600822137048066, 'ign_k': 0.004739584301027368, 'ign_c': 1.3012518385211496, 'trop_agb_crit': 1.82585358527758, 'trop_k_veg': 0.6394086361306349}.[0m
[32m[I 2026-07-18 18:48:23,455][0m Trial 44 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 3.0376902301221646e-05, 'D_low': 69.68111190775313, 'k2': 6.688594595986188e-05, 'D_high': 286.47019533509877, 'fire_exp': 3.187258374159921, 'P_half': 577.536337635295, 'pre_dampen_half': 0.015723915425446308, 'gpp_af': 9.93234953243751, 'gpp_b': 0.0585332093505296, 'gpp_d': 0.025632747517520264, 'ign_k': 3.121148960880235, 'ign_c': 482.4914281180254, 'trop_agb_crit': 1.2308908766048772, 'trop_k_veg': 1.0773676061600252}.[0m
  trial   45/2500  pareto_size=12  best_taylor=0.7247  best_ilamb=0.5954  (0.3 min)
[32m[I 2026-07-18 18:48:23,918][0m Trial 45 finished with values: [-3.096263513585156e-05, 0.0003756844904201362] and parameters: {'k1': 0.016780508579130986, 'D_low': 984.098934375832, 'k2': 5.471218729342035e-05, 'D_high': 68.76972589957657, 'fire_exp': 2.346778510892046, 'P_half': 86.71454322584181, 'pre_dampen_half': 12.338826503601993, 'gpp_af': 0.06991465160637357, 'gpp_b': 0.0059594790418686545, 'gpp_d': 54.620376657085984, 'ign_k': 0.0014019509251727794, 'ign_c': 1.0226988730324322, 'trop_agb_crit': 11.316283925181681, 'trop_k_veg': 5.982827017670785}.[0m
[32m[I 2026-07-18 18:48:24,374][0m Trial 46 finished with values: [-6.624566614532132e-06, 0.00039681631504062675] and parameters: {'k1': 0.0011135501184757278, 'D_low': 134.41692037498814, 'k2': 2.683416249684868e-05, 'D_high': 616.0975294741442, 'fire_exp': 3.408923587626441, 'P_half': 9.330007965781027, 'pre_dampen_half': 0.2219300723552719, 'gpp_af': 0.07698760608299933, 'gpp_b': 1.319554058182653e-05, 'gpp_d': 0.4077517446321826, 'ign_k': 0.007011194706512118, 'ign_c': 2.041688152713819, 'trop_agb_crit': 1.5028069346088124, 'trop_k_veg': 5.905704303105107}.[0m
[32m[I 2026-07-18 18:48:24,829][0m Trial 47 finished with values: [-0.0010867081923687327, 0.0050751584888995005] and parameters: {'k1': 0.002367935204022389, 'D_low': 520.4862686958022, 'k2': 0.014344484793173472, 'D_high': 985.7545621889059, 'fire_exp': 1.221575427404682, 'P_half': 140.74279366401683, 'pre_dampen_half': 8.594202650742222, 'gpp_af': 5.335773317316401, 'gpp_b': 0.0038900687554386305, 'gpp_d': 0.043441170039664946, 'ign_k': 0.013649087666416938, 'ign_c': 2.833538941762469, 'trop_agb_crit': 8.997007571451054, 'trop_k_veg': 2.433635694703634}.[0m
[32m[I 2026-07-18 18:48:25,278][0m Trial 48 finished with values: [-1.889869880579191e-07, 1.8800947801489443e-05] and parameters: {'k1': 0.0002656971546588439, 'D_low': 8832.039346746853, 'k2': 0.0026491056409715568, 'D_high': 88.90110660871557, 'fire_exp': 1.264103030891254, 'P_half': 4.087300390305745, 'pre_dampen_half': 0.16974173693738637, 'gpp_af': 0.006359264168909616, 'gpp_b': 0.00013164432569139702, 'gpp_d': 0.266364193430916, 'ign_k': 0.004937355303501836, 'ign_c': 386.4218705871764, 'trop_agb_crit': 1.3137567821944718, 'trop_k_veg': 2.140644994345184}.[0m
[32m[I 2026-07-18 18:48:25,730][0m Trial 49 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 0.0004381141781653137, 'D_low': 8501.870149611703, 'k2': 2.80643901112427e-05, 'D_high': 390.3214299767182, 'fire_exp': 9.321170097491994, 'P_half': 2897.5337521324113, 'pre_dampen_half': 121.71955466763166, 'gpp_af': 0.019476644406315295, 'gpp_b': 0.00010600479837821697, 'gpp_d': 22.04022885077013, 'ign_k': 5.2179985791932095, 'ign_c': 16.867533138445342, 'trop_agb_crit': 6.9878126575720865, 'trop_k_veg': 1.0866718721112656}.[0m
[32m[I 2026-07-18 18:48:26,184][0m Trial 50 finished with values: [-1.6526318617763653e-05, 0.00013463831120363867] and parameters: {'k1': 0.011966626407443505, 'D_low': 5.59983195169599, 'k2': 0.0001971137615017176, 'D_high': 503.20593472868, 'fire_exp': 3.2181803496180783, 'P_half': 9.324787201197319, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 1.1300566419249867, 'gpp_b': 0.0005392415140872105, 'gpp_d': 8.057329182285729, 'ign_k': 0.004144296901136395, 'ign_c': 8.405439129313676, 'trop_agb_crit': 6.119263728555865, 'trop_k_veg': 0.5772603928610088}.[0m
[32m[I 2026-07-18 18:48:26,634][0m Trial 51 finished with values: [-9.517471225230261e-06, 9.36944445573129e-06] and parameters: {'k1': 0.0002220327882582422, 'D_low': 3.4487261314487374, 'k2': 1.7926680648388784e-05, 'D_high': 91167.68553735358, 'fire_exp': 2.100650708889295, 'P_half': 1735.792403594532, 'pre_dampen_half': 0.1875872314533727, 'gpp_af': 2.555721998081809, 'gpp_b': 0.36422282566934217, 'gpp_d': 9.51028874815853, 'ign_k': 0.07696703458159232, 'ign_c': 4.4398025529904634, 'trop_agb_crit': 3.275825291386224, 'trop_k_veg': 6.58013223588778}.[0m
[32m[I 2026-07-18 18:48:27,091][0m Trial 52 finished with values: [-8.933630118878054e-17, 2.8845170696456535e-10] and parameters: {'k1': 0.021012495389257996, 'D_low': 7246.155384166953, 'k2': 3.141874937567034e-05, 'D_high': 8384.359680188665, 'fire_exp': 8.67641780340108, 'P_half': 5.308016505637286, 'pre_dampen_half': 0.02150212275147223, 'gpp_af': 5.0769542101311895, 'gpp_b': 0.02797941816693705, 'gpp_d': 161.8616203933295, 'ign_k': 0.0036231766306828567, 'ign_c': 151.72922775770425, 'trop_agb_crit': 1.9853084907433398, 'trop_k_veg': 0.7871026877863944}.[0m
[32m[I 2026-07-18 18:48:27,548][0m Trial 53 finished with values: [-5.222272957846247e-07, 1.0164788006306047e-05] and parameters: {'k1': 4.540076719227351e-05, 'D_low': 1812.5870836716226, 'k2': 0.004579192310322934, 'D_high': 1236.6924205139144, 'fire_exp': 2.284706851725763, 'P_half': 3227.0237615158, 'pre_dampen_half': 0.9166964238460101, 'gpp_af': 12.105903211961781, 'gpp_b': 0.00431329787498825, 'gpp_d': 0.7668707039273333, 'ign_k': 0.07091190338709638, 'ign_c': 1.6051347487097574, 'trop_agb_crit': 12.71480504859747, 'trop_k_veg': 2.0151420787331644}.[0m
[32m[I 2026-07-18 18:48:28,003][0m Trial 54 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 8.488887549001697e-05, 'D_low': 3965.503094323013, 'k2': 0.0003432139136241583, 'D_high': 1493.5213816355397, 'fire_exp': 8.062544245508258, 'P_half': 314.0161493033586, 'pre_dampen_half': 0.03841405939530548, 'gpp_af': 50.02195003344719, 'gpp_b': 0.05837787985865385, 'gpp_d': 0.47263738772504293, 'ign_k': 0.0036065195493704487, 'ign_c': 150.00328053766276, 'trop_agb_crit': 8.239913397912682, 'trop_k_veg': 2.194427136482602}.[0m
[32m[I 2026-07-18 18:48:28,451][0m Trial 55 finished with values: [-4.839987122842678e-13, 1.6287067250431164e-09] and parameters: {'k1': 0.0376331292637011, 'D_low': 1426.8845807630423, 'k2': 4.042960692360327e-05, 'D_high': 176.55835392092538, 'fire_exp': 1.77210373046677, 'P_half': 945.7692079529039, 'pre_dampen_half': 0.014711676743602244, 'gpp_af': 0.7070472286699654, 'gpp_b': 0.3756229459320481, 'gpp_d': 242.00714252738, 'ign_k': 0.023352156626184447, 'ign_c': 192.76545985682404, 'trop_agb_crit': 1.4568555410190271, 'trop_k_veg': 5.2263696497184915}.[0m
[32m[I 2026-07-18 18:48:28,899][0m Trial 56 finished with values: [-3.5397372279400415e-05, 0.002632127686855834] and parameters: {'k1': 3.23559867820537e-05, 'D_low': 38.82837025280678, 'k2': 0.0154590023470884, 'D_high': 39.780451630530095, 'fire_exp': 1.695318866910499, 'P_half': 774.4801185127448, 'pre_dampen_half': 39.827466658711515, 'gpp_af': 1.6059727222314266, 'gpp_b': 0.14577755664212372, 'gpp_d': 5.171567728758048, 'ign_k': 0.010167079878196122, 'ign_c': 2.414259639010457, 'trop_agb_crit': 1.8545640943955186, 'trop_k_veg': 6.206596018600863}.[0m
[32m[I 2026-07-18 18:48:29,351][0m Trial 57 finished with values: [-0.18870568055322187, 0.0867048937970738] and parameters: {'k1': 0.002155595057104387, 'D_low': 40.12413353131991, 'k2': 0.0007047307383115598, 'D_high': 61536.58035691659, 'fire_exp': 1.423480109671474, 'P_half': 221.2683656611821, 'pre_dampen_half': 3.3841016089580047, 'gpp_af': 1.1409619915696272, 'gpp_b': 1.284284091405877e-05, 'gpp_d': 229.41380323183625, 'ign_k': 5.351470428717439, 'ign_c': 18.219343937475102, 'trop_agb_crit': 10.691477813613638, 'trop_k_veg': 6.45312300188076}.[0m
[32m[I 2026-07-18 18:48:29,806][0m Trial 58 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 0.0067445742055710165, 'D_low': 4.075267974954964, 'k2': 0.002019079599080459, 'D_high': 2672.1460136202413, 'fire_exp': 2.6554044046291967, 'P_half': 882.6264591983529, 'pre_dampen_half': 469.71569713904756, 'gpp_af': 42.44656636175246, 'gpp_b': 0.005070330027123044, 'gpp_d': 0.036829025642112774, 'ign_k': 8.696906396418676, 'ign_c': 226.77352235512825, 'trop_agb_crit': 1.5280652380617874, 'trop_k_veg': 6.423535314325734}.[0m
[32m[I 2026-07-18 18:48:30,255][0m Trial 59 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 0.03017070428997155, 'D_low': 118.94665366442581, 'k2': 0.0023179376139410863, 'D_high': 394.46712559035336, 'fire_exp': 1.1343880394302208, 'P_half': 21.917396611576006, 'pre_dampen_half': 103.33971107789337, 'gpp_af': 0.0010547756978008518, 'gpp_b': 0.0010022937682537696, 'gpp_d': 0.9791370130598963, 'ign_k': 0.14111799966684616, 'ign_c': 477.9940225278667, 'trop_agb_crit': 3.2478430178435422, 'trop_k_veg': 1.308408291985664}.[0m
[32m[I 2026-07-18 18:48:30,705][0m Trial 60 finished with values: [-1.0112160853683132e-08, 5.043855851871726e-07] and parameters: {'k1': 0.008912611835817005, 'D_low': 64.39790863101601, 'k2': 7.91442361215536e-05, 'D_high': 645.2946500764235, 'fire_exp': 1.3831109524271548, 'P_half': 5.076307782729897, 'pre_dampen_half': 3.1034079168999185, 'gpp_af': 0.12434469102435375, 'gpp_b': 3.083723329640505, 'gpp_d': 0.6485888757042114, 'ign_k': 0.2100648561959642, 'ign_c': 33.8109327317085, 'trop_agb_crit': 1.0455434848969813, 'trop_k_veg': 3.1473758868965485}.[0m
[32m[I 2026-07-18 18:48:31,158][0m Trial 61 finished with values: [-1.1056178951004771e-07, 5.911521590784563e-05] and parameters: {'k1': 5.153993511603138e-05, 'D_low': 6986.847592445664, 'k2': 3.93233864214816e-05, 'D_high': 455.5085098454085, 'fire_exp': 1.2171655955604195, 'P_half': 9716.212563514906, 'pre_dampen_half': 3.243209859731716, 'gpp_af': 0.9482548804624966, 'gpp_b': 2.5261484261151592e-05, 'gpp_d': 56.20854611217174, 'ign_k': 0.006912296717033066, 'ign_c': 391.03637457741775, 'trop_agb_crit': 2.009167401373723, 'trop_k_veg': 0.8483613982653367}.[0m
[32m[I 2026-07-18 18:48:31,618][0m Trial 62 finished with values: [-2.20187595957578e-13, 1.2445225183732589e-08] and parameters: {'k1': 1.4002277211577026e-05, 'D_low': 77.31571570012609, 'k2': 0.0018170401889219116, 'D_high': 18.316165443932743, 'fire_exp': 5.963862427044409, 'P_half': 65.03622711342449, 'pre_dampen_half': 4.187466509282844, 'gpp_af': 0.15988721385117127, 'gpp_b': 0.002538506999597816, 'gpp_d': 6.283500537123675, 'ign_k': 0.004177928311636542, 'ign_c': 0.5342106255632174, 'trop_agb_crit': 18.748298427129946, 'trop_k_veg': 6.889798778165608}.[0m
[32m[I 2026-07-18 18:48:32,079][0m Trial 63 finished with values: [-0.01519916925944357, 0.09183293964642014] and parameters: {'k1': 0.00031134168041628584, 'D_low': 12.105387404469584, 'k2': 0.003767022142229395, 'D_high': 431.45617043093523, 'fire_exp': 1.0601964743503993, 'P_half': 4.213183643253957, 'pre_dampen_half': 38.00678588560607, 'gpp_af': 1.970696337909548, 'gpp_b': 1.4540386644083135e-05, 'gpp_d': 0.12878367369717508, 'ign_k': 0.00840038491455979, 'ign_c': 48.704711413416454, 'trop_agb_crit': 1.0693376406863295, 'trop_k_veg': 0.6673124511410327}.[0m
[32m[I 2026-07-18 18:48:32,531][0m Trial 64 finished with values: [-0.06431561240466516, 0.11199909216083082] and parameters: {'k1': 0.012840669372724958, 'D_low': 64.39790863101601, 'k2': 7.91442361215536e-05, 'D_high': 42210.21267871043, 'fire_exp': 1.3831109524271548, 'P_half': 5.076307782729897, 'pre_dampen_half': 3.1034079168999185, 'gpp_af': 0.2204465010099918, 'gpp_b': 2.176805640408474e-05, 'gpp_d': 0.03927259340973168, 'ign_k': 0.0029519227433917453, 'ign_c': 33.8109327317085, 'trop_agb_crit': 15.190534371012383, 'trop_k_veg': 3.1473758868965485}.[0m
[32m[I 2026-07-18 18:48:32,983][0m Trial 65 finished with values: [-2.5848591521950277e-10, 8.398337185688831e-07] and parameters: {'k1': 0.0007883068789768041, 'D_low': 2.4622754931226587, 'k2': 5.178197947282869e-05, 'D_high': 783.2259769732478, 'fire_exp': 6.234638880169447, 'P_half': 102.4585893986732, 'pre_dampen_half': 0.9829324480069707, 'gpp_af': 1.200191344086032, 'gpp_b': 0.0001484082099455773, 'gpp_d': 40.95062894476691, 'ign_k': 0.013276678836047658, 'ign_c': 0.12510188850164433, 'trop_agb_crit': 8.983402272488592, 'trop_k_veg': 5.373862339436158}.[0m
[32m[I 2026-07-18 18:48:33,434][0m Trial 66 finished with values: [-5.4789447353502206e-17, 2.700576429148782e-10] and parameters: {'k1': 0.008912611835817005, 'D_low': 894.5150807271528, 'k2': 7.91442361215536e-05, 'D_high': 645.2946500764235, 'fire_exp': 2.627846918579106, 'P_half': 5.076307782729897, 'pre_dampen_half': 3.1034079168999185, 'gpp_af': 1.8353992050207775, 'gpp_b': 3.083723329640505, 'gpp_d': 0.03805074835058821, 'ign_k': 0.2100648561959642, 'ign_c': 0.1455174947607226, 'trop_agb_crit': 18.3492792986878, 'trop_k_veg': 3.517697529584013}.[0m
[32m[I 2026-07-18 18:48:33,889][0m Trial 67 finished with values: [-3.4508996200986884e-06, 4.6883467293090675e-05] and parameters: {'k1': 0.0051316549551483235, 'D_low': 1.1650681118986133, 'k2': 0.0011178209200698721, 'D_high': 18.942844905792818, 'fire_exp': 4.4174616756610865, 'P_half': 4.982711200081132, 'pre_dampen_half': 0.029662981696401067, 'gpp_af': 0.08583743499363283, 'gpp_b': 2.6738182964551835e-05, 'gpp_d': 0.048708496102003014, 'ign_k': 2.396079612430075, 'ign_c': 0.1239046892818203, 'trop_agb_crit': 23.22119672134762, 'trop_k_veg': 5.69366421960607}.[0m
[32m[I 2026-07-18 18:48:34,340][0m Trial 68 finished with values: [-5.153970962932961e-06, 0.00033444551481742746] and parameters: {'k1': 0.00488137519160367, 'D_low': 38.82837025280678, 'k2': 8.923807143379776e-05, 'D_high': 8182.111518618414, 'fire_exp': 1.695318866910499, 'P_half': 338.23872019362165, 'pre_dampen_half': 39.827466658711515, 'gpp_af': 0.015520792944431091, 'gpp_b': 0.14577755664212372, 'gpp_d': 5.171567728758048, 'ign_k': 0.010167079878196122, 'ign_c': 0.24989960578908893, 'trop_agb_crit': 1.14876138417489, 'trop_k_veg': 2.573214588078609}.[0m
[32m[I 2026-07-18 18:48:34,789][0m Trial 69 finished with values: [-2.7323706451252432e-05, 0.0017272087469530906] and parameters: {'k1': 8.488887549001697e-05, 'D_low': 38.82837025280678, 'k2': 0.0003432139136241583, 'D_high': 1493.5213816355397, 'fire_exp': 1.695318866910499, 'P_half': 314.0161493033586, 'pre_dampen_half': 39.827466658711515, 'gpp_af': 1.6059727222314266, 'gpp_b': 0.14577755664212372, 'gpp_d': 0.47263738772504293, 'ign_k': 0.0036065195493704487, 'ign_c': 2.414259639010457, 'trop_agb_crit': 1.8545640943955186, 'trop_k_veg': 2.194427136482602}.[0m
[32m[I 2026-07-18 18:48:35,246][0m Trial 70 finished with values: [-1.6422025561090818e-08, 1.736764184800954e-06] and parameters: {'k1': 0.0002656971546588439, 'D_low': 3.4487261314487374, 'k2': 0.0026491056409715568, 'D_high': 91167.68553735358, 'fire_exp': 1.264103030891254, 'P_half': 9.390501015726496, 'pre_dampen_half': 0.16974173693738637, 'gpp_af': 0.006359264168909616, 'gpp_b': 0.21557658661495363, 'gpp_d': 9.51028874815853, 'ign_k': 0.004937355303501836, 'ign_c': 386.4218705871764, 'trop_agb_crit': 3.275825291386224, 'trop_k_veg': 6.58013223588778}.[0m
[32m[I 2026-07-18 18:48:35,694][0m Trial 71 finished with values: [-6.006138601769155e-16, 9.196976513692334e-12] and parameters: {'k1': 0.00016480446427978953, 'D_low': 125.61043700013555, 'k2': 0.026471946255259393, 'D_high': 146.1896279370497, 'fire_exp': 6.76425333699272, 'P_half': 712.8188058401365, 'pre_dampen_half': 0.2888838362365318, 'gpp_af': 0.6403036652671174, 'gpp_b': 0.42247700890263673, 'gpp_d': 84.31013932082456, 'ign_k': 0.006290644294586149, 'ign_c': 5.130551760589832, 'trop_agb_crit': 7.500118950416987, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:48:36,146][0m Trial 72 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 0.00038791280730284417, 'D_low': 1938.3858782150498, 'k2': 0.0066829607218309986, 'D_high': 21.15412774188856, 'fire_exp': 1.2157316246544858, 'P_half': 8842.15887512662, 'pre_dampen_half': 0.7436249946022379, 'gpp_af': 0.07131990160433632, 'gpp_b': 0.7530042086543878, 'gpp_d': 544.807260813754, 'ign_k': 8.790311296857814, 'ign_c': 103.16033434719708, 'trop_agb_crit': 3.5956799721244663, 'trop_k_veg': 0.6302529481725916}.[0m
[32m[I 2026-07-18 18:48:36,603][0m Trial 73 finished with values: [-1.2598535811138692e-14, 3.26577431764008e-09] and parameters: {'k1': 0.012840669372724958, 'D_low': 470.2627143647233, 'k2': 0.007058572590901788, 'D_high': 88.9193644629625, 'fire_exp': 2.1154350616377124, 'P_half': 93.43302657318476, 'pre_dampen_half': 0.10590622233713291, 'gpp_af': 17.624510039685536, 'gpp_b': 0.08824240860504111, 'gpp_d': 0.03927259340973168, 'ign_k': 0.0023697311169867336, 'ign_c': 2.9570809414943473, 'trop_agb_crit': 2.4645410377327237, 'trop_k_veg': 0.983473833513531}.[0m
[32m[I 2026-07-18 18:48:37,049][0m Trial 74 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 3.5917714215176105e-05, 'D_low': 7246.155384166953, 'k2': 3.141874937567034e-05, 'D_high': 241.3621319452758, 'fire_exp': 8.67641780340108, 'P_half': 78.6767770625783, 'pre_dampen_half': 0.02150212275147223, 'gpp_af': 5.0769542101311895, 'gpp_b': 0.0005739662837359252, 'gpp_d': 161.8616203933295, 'ign_k': 0.004739584301027368, 'ign_c': 151.72922775770425, 'trop_agb_crit': 1.9853084907433398, 'trop_k_veg': 0.6394086361306349}.[0m
[32m[I 2026-07-18 18:48:37,497][0m Trial 75 finished with values: [-1.0993083325352167e-13, 5.4329238885486575e-09] and parameters: {'k1': 0.0003179302199939536, 'D_low': 1426.8845807630423, 'k2': 0.0020564614086027925, 'D_high': 13.924162890248676, 'fire_exp': 2.921447042060987, 'P_half': 3848.9589040216215, 'pre_dampen_half': 0.014711676743602244, 'gpp_af': 0.8998420889037458, 'gpp_b': 1.524058016414757e-05, 'gpp_d': 0.01161474334678487, 'ign_k': 0.023352156626184447, 'ign_c': 2.7590690254397843, 'trop_agb_crit': 1.4568555410190271, 'trop_k_veg': 2.1272255937459805}.[0m
[32m[I 2026-07-18 18:48:37,951][0m Trial 76 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 0.004312951023617458, 'D_low': 2.0598022365449626, 'k2': 2.1980325699763847e-05, 'D_high': 70891.41723796881, 'fire_exp': 6.854568494872217, 'P_half': 220.3445560633069, 'pre_dampen_half': 502.5175192217655, 'gpp_af': 0.007353119099448618, 'gpp_b': 8.682049468455238e-05, 'gpp_d': 0.17832592720985765, 'ign_k': 0.06807874826564587, 'ign_c': 72.17448452444773, 'trop_agb_crit': 24.584290528289387, 'trop_k_veg': 1.0865357077254767}.[0m
[32m[I 2026-07-18 18:48:38,401][0m Trial 77 finished with values: [-6.753794287932658e-06, 0.00015767267639177351] and parameters: {'k1': 0.00031134168041628584, 'D_low': 12.105387404469584, 'k2': 0.003767022142229395, 'D_high': 88.90110660871557, 'fire_exp': 1.264103030891254, 'P_half': 6.784924519083139, 'pre_dampen_half': 0.16974173693738637, 'gpp_af': 0.006359264168909616, 'gpp_b': 0.00013164432569139702, 'gpp_d': 0.12878367369717508, 'ign_k': 0.004937355303501836, 'ign_c': 386.4218705871764, 'trop_agb_crit': 1.0693376406863295, 'trop_k_veg': 0.6673124511410327}.[0m
[32m[I 2026-07-18 18:48:38,856][0m Trial 78 finished with values: [-0.012275822559789403, 0.003967412723883124] and parameters: {'k1': 0.002155595057104387, 'D_low': 40.12413353131991, 'k2': 0.0007047307383115598, 'D_high': 21.947742689197344, 'fire_exp': 1.423480109671474, 'P_half': 221.2683656611821, 'pre_dampen_half': 3.3841016089580047, 'gpp_af': 1.5386842469144075, 'gpp_b': 1.284284091405877e-05, 'gpp_d': 229.41380323183625, 'ign_k': 5.351470428717439, 'ign_c': 18.219343937475102, 'trop_agb_crit': 10.691477813613638, 'trop_k_veg': 1.0594599158279707}.[0m
[32m[I 2026-07-18 18:48:39,310][0m Trial 79 finished with values: [-1.806083585408334e-07, 2.848021149814972e-05] and parameters: {'k1': 0.004312951023617458, 'D_low': 1812.5870836716226, 'k2': 1.915468390724633e-05, 'D_high': 1236.6924205139144, 'fire_exp': 2.284706851725763, 'P_half': 3227.0237615158, 'pre_dampen_half': 0.9166964238460101, 'gpp_af': 12.105903211961781, 'gpp_b': 0.0021331409710300844, 'gpp_d': 16.460426816350534, 'ign_k': 0.06807874826564587, 'ign_c': 0.1276817467743396, 'trop_agb_crit': 12.71480504859747, 'trop_k_veg': 2.0151420787331644}.[0m
